City Name,Country,Latitude,Longitude,Max Temperature [C],Humidity,Cloudiness,Wind Speed
Mahanoro,MG,-19.9,48.8,21.069999999999993,88,98,2.2593094000000002
Tasiilaq,GL,65.61,-37.64,-9.410000000000025,91,100,2.7961750000000003
Novhorodka,UA,48.37,32.66,0.14999999999997726,83,40,4.47388
Olinda,BR,-8.01,-34.86,27.149999999999977,74,75,5.816044000000001
Ngama,TD,11.78,17.17,21.870000000000005,25,85,11.811043200000002
Lavrentiya,RU,65.58,-171.0,0.06999999999999318,96,100,25.4340078
Tiksi,RU,71.69,128.87,-22.349999999999994,89,48,7.1358386000000005
Boyolangu,ID,-8.12,111.89,30.0,69,53,9.6412114
Longyearbyen,SJ,78.22,15.64,-7.850000000000023,67,75,29.974996000000004
Talaya,RU,61.38,152.75,-21.710000000000008,88,100,5.4581336
Bajil,YE,15.06,43.29,25.430000000000007,71,19,2.3711564000000003
Nizhniy Ingash,RU,56.2,96.53,-7.1299999999999955,93,86,3.6685816
Innisfail,AU,-17.53,146.03,31.25999999999999,38,68,7.0016222
Marratxí,ES,39.64,2.75,20.149999999999977,82,0,5.816044000000001
Isangel,VU,-19.55,169.27,29.149999999999977,70,75,9.171454
Norsup,VU,-16.07,167.38,29.149999999999977,70,75,10.289924
Mehamn,NO,71.04,27.85,5.0400000000000205,86,96,12.8847744
Thohoyandou,ZA,-22.95,30.48,18.779999999999973,47,9,3.35541
Kiryat Gat,IL,31.61,34.76,16.25999999999999,100,23,1.9908766000000002
Bom Jesus,BR,-9.07,-44.36,26.149999999999977,60,85,0.782929
Sturgeon Falls,CA,46.36,-79.93,4.0400000000000205,93,90,27.514362000000002
Suslovo,RU,56.22,88.12,-6.75,96,99,5.3239172
Kīhei,US,20.79,-156.47,27.149999999999977,65,1,12.750558000000002
Saint George,US,37.1,-113.58,10.70999999999998,27,1,1.3869028
Severo-Kuril'sk,RU,50.68,156.12,2.509999999999991,87,98,11.274177600000002
Bakaly,RU,55.18,53.8,-12.639999999999986,90,6,3.2659324
Manokwari,ID,-0.87,134.08,27.089999999999975,83,93,9.6412114
Cherepet',RU,54.12,36.38,-1.8500000000000227,100,90,11.184700000000001
Polis,CY,35.04,32.43,13.149999999999977,71,20,4.697574
Newry,GB,54.18,-6.34,7.930000000000007,77,99,9.9991218
Thompson,CA,55.74,-97.86,-20.849999999999994,76,5,5.816044000000001
Micheweni,TZ,-4.97,39.83,26.75999999999999,79,27,8.0306146
Mikuni,JP,36.22,136.15,21.149999999999977,60,40,12.750558000000002
Kavieng,PG,-2.57,150.8,27.329999999999984,82,100,5.5476112
Lázaro Cárdenas,MX,17.96,-102.2,25.470000000000027,82,4,3.1093466
Buta,CD,2.79,24.73,20.230000000000018,97,75,1.677705
Clyde River,CA,70.47,-68.59,-10.850000000000023,56,90,12.750558000000002
Marawi,PH,8.0,124.29,29.04000000000002,74,84,7.0016222
Huangmei,CN,30.19,116.03,18.25999999999999,65,88,4.250186
Kumul,CN,42.8,93.45,6.350000000000023,58,22,9.372778600000002
‘Āhuimanu,US,21.44,-157.84,28.149999999999977,54,75,9.171454
Nioro,GM,13.35,-15.75,22.420000000000016,23,8,2.9303914000000004
Amboasary,MG,-25.03,46.38,20.149999999999977,88,20,21.922012000000002
Cascais,PT,38.7,-9.42,16.819999999999993,100,83,2.1474624
Sembabule,UG,-0.08,31.46,16.470000000000027,96,61,3.4001488
Ust'-Ilimsk,RU,58.0,102.66,-10.360000000000014,94,94,3.131716
Jiazi,CN,22.88,116.07,25.30000000000001,63,0,11.274177600000002
Mar del Plata,AR,-38.0,-57.56,12.370000000000005,87,20,3.5343652000000003
Andapa,MG,-14.65,49.65,20.95999999999998,82,41,1.6105968
Chihuahua,MX,28.5,-106.0,14.589999999999975,26,5,3.3330406000000004
Bien Hoa,VN,10.95,106.82,32.14999999999998,59,20,2.23694
Taoudenni,ML,22.68,-3.98,21.44999999999999,23,15,15.255930800000002
Noshiro,JP,40.2,140.02,14.149999999999977,82,75,10.289924
Camocim,BR,-2.9,-40.84,26.019999999999982,82,28,11.296547
Mill Valley,US,37.91,-122.55,15.70999999999998,86,3,2.9974996000000003
Santa Inês,BR,-3.67,-45.38,24.25999999999999,93,97,2.8185444000000004
Igarka,RU,67.47,86.58,-15.899999999999977,94,100,6.330540200000001
Camalú,MX,30.85,-116.07,18.670000000000016,39,0,2.3040482000000004
Ukiah,US,39.15,-123.21,13.149999999999977,93,90,1.3197946
Manjacaze,MZ,-24.71,33.88,19.689999999999998,84,5,1.11847
Batemans Bay,AU,-35.72,150.18,32.370000000000005,35,95,2.9974996000000003
Alekseyevsk,RU,57.84,108.35,-9.029999999999973,93,98,3.1988242000000002
Wangaratta,AU,-36.37,146.33,27.370000000000005,15,17,13.869028000000002
Iqaluit,CA,63.75,-68.51,-3.8500000000000227,73,75,20.803542000000004
Palmer,US,42.16,-72.33,14.149999999999977,87,75,19.461378
Ponta do Sol,PT,32.67,-17.1,21.149999999999977,100,75,18.342908
Bosaso,SO,11.28,49.18,24.920000000000016,65,11,4.451510600000001
Port-Gentil,GA,-0.72,8.78,26.329999999999984,86,100,10.8715284
Tual,ID,-5.67,132.75,28.829999999999984,75,93,12.9966214
Winnipeg,CA,49.88,-97.15,-7.850000000000023,72,12,1.11847
Chernyshkovskiy,RU,48.42,42.23,-3.3799999999999955,64,100,18.231061
Vallenar,CL,-28.57,-70.76,11.060000000000002,81,0,0.4026492
High Level,CA,58.52,-117.14,-15.850000000000023,91,5,11.408394
Jutaí,BR,-5.18,-68.9,24.399999999999977,89,94,1.11847
Campo de Criptana,ES,39.4,-3.12,10.149999999999977,95,100,1.9908766000000002
Vila Velha,BR,-20.33,-40.29,22.149999999999977,94,0,2.23694
Quepos,CR,9.42,-84.17,21.149999999999977,100,0,2.23694
Laas,IT,46.62,10.7,6.259999999999991,100,90,3.0422384000000005
Belaya Gora,RU,68.53,146.42,-26.50999999999999,89,98,5.8384134
Safford,US,32.83,-109.71,12.149999999999977,18,1,5.816044000000001
Barcelos,PT,41.54,-8.62,13.149999999999977,100,90,3.35541
Oltedal,NO,58.83,6.05,7.930000000000007,93,62,9.864905400000001
Ahipara,NZ,-35.17,173.17,19.360000000000014,73,73,8.522741400000001
Wuzhou,CN,23.48,111.32,29.110000000000014,55,53,2.9974996000000003
Bac Lieu,VN,9.29,105.72,30.04000000000002,70,65,17.559979000000002
Madison,US,34.73,-86.57,10.149999999999977,39,1,9.171454
Broome,US,42.25,-75.83,7.149999999999977,56,90,16.105968
Itaituba,BR,-4.28,-55.98,24.310000000000002,94,91,1.9908766000000002
Tonantins,BR,-2.87,-67.8,24.160000000000025,96,90,1.5434885999999999
Sungai Penuh,ID,-2.08,101.38,27.30000000000001,63,79,1.4540110000000002
Dinājpur,BD,25.63,88.64,25.680000000000007,51,0,8.164831
Pánormos,GR,35.42,24.69,14.04000000000002,80,61,4.876529200000001
Maxixe,MZ,-23.86,35.35,23.149999999999977,78,75,3.35541
Miles City,US,46.41,-105.84,4.149999999999977,55,75,11.408394
Haimen,CN,23.19,116.61,26.149999999999977,65,0,4.47388
Bilibino,RU,68.05,166.44,-12.269999999999982,93,100,1.4987498000000001
Chunskiy,RU,56.08,99.63,-6.560000000000002,91,8,1.2974252
Dicabisagan,PH,17.08,122.42,29.689999999999998,67,18,6.084476800000001
Tahoua,NE,14.89,5.27,22.149999999999977,30,0,6.934514000000001
Codrington,AU,-38.27,141.97,16.44999999999999,61,0,22.839157400000005
Ailigandí,PA,9.23,-78.02,25.279999999999973,89,100,16.463878400000002
Aksarka,RU,66.56,67.8,-10.45999999999998,94,95,6.845036400000001
Nouadhibou,MR,20.93,-17.03,23.149999999999977,46,100,11.408394
Half Moon Bay,US,37.46,-122.43,15.149999999999977,82,75,5.816044000000001
Wattegama,LK,6.8,81.48,25.149999999999977,100,90,4.697574
Alghero,IT,40.56,8.32,18.149999999999977,93,40,5.816044000000001
Belmonte,BR,-15.86,-38.88,25.149999999999977,83,20,5.816044000000001
Worthington,US,40.09,-83.02,8.149999999999977,56,90,12.750558000000002
Pinawa,CA,50.15,-95.88,-8.579999999999984,92,76,6.039738000000001
Alofi,NU,-19.06,-169.92,28.149999999999977,69,40,12.750558000000002
Maputo,MZ,-25.97,32.59,22.930000000000007,73,75,8.052984
The Valley,AI,18.22,-63.06,26.819999999999993,78,20,9.171454
Neustrelitz,DE,53.37,13.08,8.480000000000018,93,100,9.417517400000001
Kiunga,PG,-6.12,141.29,34.18000000000001,51,100,4.2278166
Jumla,NP,29.27,82.18,9.910000000000025,49,93,4.585727
Jämsä,FI,61.86,25.19,2.1499999999999773,80,90,14.987498000000002
Narsaq,GL,60.92,-46.05,-9.850000000000023,56,0,2.23694
Marzuq,YE,14.4,46.47,18.30000000000001,35,0,0.38027980000000006
São João da Barra,BR,-21.64,-41.05,23.019999999999982,94,20,2.9303914000000004
Lazo,RU,43.38,133.9,3.4499999999999886,62,0,10.5807262
Teya,RU,60.38,92.63,-14.079999999999984,92,83,2.7290668
Velizh,RU,55.61,31.2,0.2300000000000182,98,96,8.2543086
São José da Coroa Grande,BR,-8.9,-35.15,24.930000000000007,86,22,9.574103200000001
Kotelnikowo,RU,47.63,43.15,-1.170000000000016,86,100,22.4588776
Lagoa,PT,39.05,-27.98,18.310000000000002,85,7,12.4821252
Madang,PG,-5.22,145.8,30.75,65,96,8.6569578
Bulolo,PG,-7.2,146.65,31.629999999999995,41,100,4.966006800000001
Otjiwarongo,NA,-20.46,16.65,18.149999999999977,93,77,3.6685816
Gachsaran,IR,30.36,50.8,15.149999999999977,77,75,2.572481
Burnie,AU,-41.07,145.92,15.70999999999998,62,83,21.989120200000002
Porto-Novo,BJ,6.5,2.6,25.689999999999998,90,75,4.9436374
Yenagoa,NG,4.92,6.26,24.389999999999986,94,95,3.5791040000000005
Houston,US,29.76,-95.36,18.149999999999977,22,90,9.171454
Esmeraldas,BR,-19.76,-44.31,22.149999999999977,88,40,4.697574
Nova Olinda do Norte,BR,-3.89,-59.09,26.649999999999977,77,74,1.4092722000000002
Athens,GR,37.98,23.72,13.480000000000018,76,20,4.048861400000001
Alugan,PH,12.22,125.48,28.470000000000027,83,85,7.4266408
Athabasca,CA,54.72,-113.29,-6.850000000000023,92,99,8.052984
Kaeo,NZ,-35.1,173.78,17.910000000000025,81,85,5.2791784
Udachny,RU,66.42,112.4,-23.849999999999994,83,0,2.23694
Abhā,SA,18.22,42.51,14.149999999999977,93,2,2.0579848000000003
Saint Anthony,US,45.02,-93.22,-2.6299999999999955,68,1,9.171454
Vila,PT,42.03,-8.16,9.589999999999975,96,100,1.8566602
Cabo Rojo,PR,18.09,-67.15,24.589999999999975,94,44,6.822667
São Félix do Xingu,BR,-6.64,-51.99,22.99000000000001,93,82,0.8276678000000001
Cayenne,GF,4.93,-52.33,25.149999999999977,100,35,7.4266408
Omboué,GA,-1.57,9.26,24.910000000000025,92,100,5.8384134
Mahabalipuram,IN,12.63,80.17,28.149999999999977,94,75,5.816044000000001
Tessalit,ML,20.2,1.01,19.220000000000027,26,0,10.3570322
Kyren,RU,51.68,102.14,-1.9399999999999977,90,100,0.782929
Itoman,JP,26.12,127.67,28.149999999999977,65,40,16.105968
Sukagawa,JP,37.28,140.38,15.149999999999977,67,75,6.934514000000001
Alice Springs,AU,-23.7,133.88,26.149999999999977,39,97,11.408394
Patrocínio,BR,-18.94,-46.99,20.70999999999998,100,73,3.4001488
Longview,US,32.5,-94.74,8.149999999999977,49,1,3.5119958000000002
Presidencia Roque Sáenz Peña,AR,-26.79,-60.44,23.480000000000018,78,99,4.250186
Nchelenge,ZM,-9.35,28.73,19.54000000000002,90,98,3.914645
Klyuchi,RU,52.27,79.17,-7.399999999999977,93,98,17.023113400000003
Yeppoon,AU,-23.13,150.73,33.14999999999998,43,0,8.052984
Beringovskiy,RU,63.05,179.32,1.8899999999999864,90,100,19.685072
Pleszew,PL,51.9,17.79,6.259999999999991,96,62,9.864905400000001
Portland,US,45.52,-122.68,9.589999999999975,87,90,11.408394
Fairbanks,US,64.84,-147.72,-17.629999999999995,77,75,0.6710820000000001
Baghlan,AF,36.13,68.71,4.8700000000000045,68,0,0.8724066000000001
Nova Russas,BR,-4.71,-40.56,26.399999999999977,56,85,7.2924244
Gorbatov,RU,56.13,43.06,-5.850000000000023,85,0,6.71082
Mala Vyska,UA,48.64,31.64,3.910000000000025,87,100,6.845036400000001
Yumen,CN,40.28,97.2,4.889999999999986,57,96,14.9203898
Usol'ye-Sibirskoye,RU,52.75,103.65,-3.339999999999975,93,100,3.1093466
Viedma,AR,-40.81,-63.0,15.149999999999977,48,27,1.9908766000000002
Mareeba,AU,-17.0,145.43,34.589999999999975,46,83,12.750558000000002
Ust-Kuyga,RU,70.02,135.6,-27.360000000000014,87,97,5.927891
Abéché,TD,13.83,20.83,20.54000000000002,32,0,18.253430400000003
Rāvar,IR,31.27,56.81,9.379999999999995,47,24,2.1922012
Asău,RO,46.43,26.4,2.3700000000000045,92,6,3.3777794
Emerald,AU,-23.53,148.17,38.14999999999998,19,0,10.289924
Lufilufi,WS,-13.87,-171.6,32.14999999999998,70,75,8.052984
Rome,US,43.21,-75.46,9.149999999999977,66,90,8.052984
Richards Bay,ZA,-28.78,32.04,21.779999999999973,88,29,1.2079476000000002
Sahuaripa,MX,29.05,-109.23,18.629999999999995,31,0,3.8475368000000003
Cabo San Lucas,MX,22.89,-109.91,23.149999999999977,64,5,4.697574
Bereket,TM,39.24,55.52,5.6200000000000045,62,100,15.166453200000001
Merritt,CA,50.11,-120.79,6.149999999999977,75,40,19.461378
Saint-Joseph,RE,-21.37,55.62,23.149999999999977,46,75,6.934514000000001
Adrar,MR,20.5,-10.07,22.970000000000027,25,91,11.542610400000001
Tautira,PF,-17.73,-149.15,29.149999999999977,70,20,10.289924
Progreso,MX,21.28,-89.67,26.149999999999977,88,40,5.816044000000001
Santa Cruz de la Sierra,BO,-17.8,-63.17,27.149999999999977,69,40,9.171454
Chulym,RU,55.1,80.96,-6.189999999999998,97,99,9.3280398
Khovd,MN,48.01,91.64,1.8700000000000045,73,96,0.559235
Korla,CN,41.76,86.15,7.279999999999973,52,99,2.2145706
Cuautepec,MX,16.7,-99.0,25.139999999999986,85,67,1.7671826000000002
Ewo,CG,-0.87,14.82,21.839999999999975,93,61,2.6843280000000003
Mahon,ES,39.89,4.27,18.149999999999977,93,0,6.934514000000001
Harper,LR,4.38,-7.72,25.80000000000001,87,5,8.746435400000001
Bandarbeyla,SO,9.49,50.81,24.319999999999993,71,79,18.6560796
Karasjok,NO,69.47,25.51,5.149999999999977,80,100,29.974996000000004
Hadsund,DK,56.71,10.12,7.930000000000007,1,88,12.9966214
Ucluelet,CA,48.93,-125.55,8.480000000000018,89,63,2.5501116
Salinópolis,BR,-0.61,-47.36,27.439999999999998,80,100,10.7596814
Valréas,FR,44.38,4.99,13.149999999999977,93,75,4.697574
Hailar,CN,49.2,119.7,-1.8799999999999955,92,100,5.8831522000000005
Meulaboh,ID,4.14,96.13,29.279999999999973,69,92,0.8052984
Polewali,ID,-3.43,119.34,31.029999999999973,65,62,3.8251674
Victor Harbor,AU,-35.57,138.62,17.930000000000007,62,0,4.0041226000000005
Malya,TZ,-2.98,33.52,19.50999999999999,87,100,3.2659324
Gbarnga,LR,7.0,-9.47,21.029999999999973,98,12,1.4540110000000002
Chiredzi,ZW,-21.05,31.67,19.779999999999973,64,4,4.787051600000001
Oranjemund,NA,-28.55,16.43,14.480000000000018,82,100,12.8847744
Constitución,CL,-35.33,-72.42,11.689999999999998,78,1,4.3396636
Tuatapere,NZ,-46.13,167.68,15.149999999999977,77,12,21.004866600000003
Aki,JP,33.5,133.9,23.149999999999977,64,75,4.697574
Kraskino,RU,42.71,130.78,9.629999999999995,44,3,10.2675546
Çubuk,TR,40.24,33.03,1.1499999999999773,80,0,1.8119214000000003
Ponta Delgada,PT,37.73,-25.67,16.149999999999977,87,75,6.934514000000001
Havelock,US,34.88,-76.9,22.370000000000005,91,54,8.008245200000001
Oktyabr'skiy,RU,54.48,53.47,-12.410000000000025,90,0,1.006623
Ransang,PH,8.96,117.58,30.910000000000025,63,21,7.82929
Coquimbo,CL,-29.95,-71.34,13.149999999999977,82,49,4.697574
La Plata,AR,-34.92,-57.95,16.819999999999993,88,0,7.717443000000001
Phalombe,MW,-15.81,35.65,20.670000000000016,57,0,1.5882274
Touros,BR,-5.2,-35.46,24.149999999999977,94,40,3.35541
Uyemskiy,RU,64.47,40.85,2.1499999999999773,80,90,8.94776
Maluso,PH,6.54,121.88,31.149999999999977,70,20,6.934514000000001
Gilbués,BR,-9.83,-45.34,26.379999999999995,56,77,3.6014734000000006
Boguchany,RU,58.38,97.45,-9.920000000000016,93,0,2.3935258000000004
Khor,RU,47.89,134.95,-1.6200000000000045,78,0,17.9178894
Kichera,RU,55.94,110.1,-8.470000000000027,86,89,4.1830778
Ugoofaaru,MV,5.67,73.0,28.529999999999973,70,100,1.5882274
Mamontovo,RU,52.71,81.62,-6.180000000000007,89,66,16.978374600000002
Kieta,PG,-6.22,155.63,29.30000000000001,68,100,4.831790400000001
Tsimmerbude,RU,54.67,20.13,8.149999999999977,93,70,8.94776
Mount Gambier,AU,-37.83,140.77,17.149999999999977,51,75,24.158952000000003
Lamont,US,35.26,-118.91,13.149999999999977,66,1,2.013246
Elban,RU,50.1,136.51,-1.7099999999999795,90,76,2.9527608000000005
Zyryanovsk,KZ,49.74,84.27,-3.3500000000000227,93,100,2.460634
Vestmannaeyjar,IS,63.44,-20.27,4.639999999999986,70,100,6.979252800000001
Saquena,PE,-4.67,-73.52,23.899999999999977,92,100,2.2145706
Hauterive,FR,46.09,3.45,10.149999999999977,61,75,4.697574
Grand Gaube,MU,-20.01,57.66,24.589999999999975,47,1,8.008245200000001
Vila Franca do Campo,PT,37.72,-25.43,16.149999999999977,87,75,6.934514000000001
Zemio,CF,5.03,25.14,20.629999999999995,83,51,0.9618842000000001
Sihlea,RO,45.5,27.12,4.149999999999977,86,5,3.35541
Bang Saphan,TH,11.21,99.51,31.149999999999977,70,20,8.052984
Dunedin,NZ,-45.87,170.5,15.149999999999977,79,42,14.0032444
Kushmurun,KZ,52.45,64.63,-10.54000000000002,94,100,13.667703400000002
Mayskiy,RU,47.69,40.1,1.1499999999999773,86,75,15.65858
Dogondoutchi,NE,13.64,4.03,25.339999999999975,22,0,11.3636552
Palanka,RS,45.25,19.39,6.259999999999991,100,13,4.697574
Yangi Marg`ilon,UZ,40.43,71.72,0.14999999999997726,59,0,1.0513618
Lerwick,GB,60.15,-1.15,8.149999999999977,100,90,9.171454
Acarí,PE,-15.43,-74.62,17.439999999999998,70,41,3.8475368000000003
Koło,PL,52.2,18.64,6.819999999999993,95,33,4.0041226000000005
Resistencia,AR,-27.46,-58.98,24.589999999999975,83,0,6.934514000000001
Bauta,CU,22.98,-82.55,22.149999999999977,100,20,4.697574
Berlevåg,NO,70.86,29.09,5.990000000000009,87,95,20.781172599999998
Bellinzona,CH,46.19,9.02,9.149999999999977,100,40,2.23694
Santa Adélia,BR,-21.24,-48.8,22.610000000000014,80,51,3.5343652000000003
Makakilo City,US,21.35,-158.09,28.149999999999977,65,75,6.4647566
Port Hardy,CA,50.7,-127.42,7.149999999999977,100,40,2.23694
Nantucket,US,41.28,-70.1,15.149999999999977,82,90,28.856526000000002
Puerto Cabezas,NI,14.04,-83.39,25.470000000000027,85,100,12.5716028
Maceió,BR,-9.67,-35.74,24.149999999999977,94,75,3.35541
Vicksburg,US,32.35,-90.88,9.149999999999977,100,1,4.7423128000000005
Tirumullaivāsal,IN,11.23,79.83,28.180000000000007,81,100,18.231061
Sakakah,SA,29.97,40.21,11.149999999999977,66,0,6.4423872
Najrān,SA,17.49,44.13,14.149999999999977,41,0,4.697574
Landskrona,SE,55.87,12.83,10.149999999999977,94,100,1.9908766000000002
Trairi,BR,-3.28,-39.27,26.649999999999977,78,57,9.730689
Enshi,CN,30.3,109.48,19.180000000000007,60,60,1.677705
Mergen,CN,49.18,125.22,-2.8899999999999864,89,80,2.8632832
Bria,CF,6.54,21.99,19.439999999999998,50,65,3.7580592
Kushima,JP,31.46,131.23,23.149999999999977,69,75,4.697574
Baní,DO,18.28,-70.33,24.04000000000002,90,72,11.3860246
Yeniseysk,RU,58.45,92.17,-9.79000000000002,95,11,1.1855782000000001
Herat Province,AF,34.5,62.0,-0.8500000000000227,80,20,3.35541
Rocha,UY,-34.48,-54.33,13.399999999999977,92,18,6.598973000000001
Dymer,UA,50.79,30.3,4.149999999999977,100,100,4.47388
Poya,NC,-21.35,165.15,27.519999999999982,66,25,12.191323
Suruç,TR,36.98,38.42,9.149999999999977,87,0,4.697574
Khanbari,NP,27.37,87.2,23.629999999999995,37,38,2.6619586
Kidal,ML,18.44,1.41,19.74000000000001,25,0,12.6834498
Itigi,TZ,-5.7,34.48,19.230000000000018,83,100,4.7423128000000005
Zhumadian,CN,32.98,114.03,19.610000000000014,56,0,6.9121446
Fort Nelson,CA,58.81,-122.7,-12.850000000000023,84,90,5.816044000000001
Caranavi,BO,-15.82,-67.55,19.980000000000018,90,94,2.4830034000000003
Goderich,CA,43.75,-81.72,5.149999999999977,60,100,33.330406
Almaznyy,RU,48.04,40.05,1.1499999999999773,86,75,15.65858
Tarko-Sale,RU,64.92,77.78,-13.740000000000009,88,100,11.318916399999999
